Date,Text,Label 1,Label 2,Label 3,Label Final
7/20/2019,"Smlm dpt kbr dri tmn ktnya saldo di atm trsisa Rp. 0,0 pas cek pny sendiri ilang Rp. 2.7jt waw, Bank Mandiri mhn sgr dpt menyelesaikan mslh ini",0,-1,0,0
7/20/2019,6 hari yaang lalupun saldo..saya berkurang..saya pikir sy lupa narik....mohon mandiri segera menindaklanjuti,0,-1,-1,-1
7/20/2019,"saya anak kos,duit saya di atm semua dan pas saya mau ambil saldo saya 0 rupiah,terus saya mau makan gimana,tolong untuk pihak bank cepat diatasi ðŸ˜¢ðŸ˜¢",-1,-1,-1,-1
7/20/2019,"Sama, saldo mandiri saya jg jadi 0 #BankMandiriError",-1,-1,-1,-1
7/20/2019,pagi pagi kepanikam gegegara ini ckckckc kalau bank bisa gini apalagi payment paymrnt yg bukan bamk ya ?,-1,-1,-1,-1
7/20/2019,duit saya juga ilang 10jt di mandiri.. gimana nih,-1,-1,-1,-1
7/20/2019,"bank mandiri, bagaimana nih kalau sudah seperti ini?kami menunggu klarifikasi dan penyelesaiannya",-1,-1,0,-1
7/20/2019,"saya baca status teman awalnya, saldo mandirinya hingga 0. pas cek punya sendiri, kok berkurang 4 juta?",-1,-1,-1,-1
7/20/2019,saldo tiba-tiba berkurang padahal tidak ada penarikan... ini gimana tanggapan pihak.bank mandiri nya???,-1,-1,-1,-1
7/29/2019,kita salah transfer saja setengah idup ngurusnya....,-1,-1,0,-1
7/29/2019,tidak semua nasabah ingat jumlah uangnya,0,-1,0,0
7/29/2019,"abis udah, kabur semua, gw sih sisain dikit aja buat top-up kartu e-tol aja.",0,-1,-1,-1
7/20/2019,kesalahan sistem?????? pernyataan yg sangat meragukan buat sekelas Mandiri?? ini human error????,0,-1,-1,-1
7/20/2019,"harusnya tidak sekedar permintaan maaf saja, harus ada konpensasi kepada nasabah atas insiden ini, berapa banyak pelaku usaha yg rugi dengan kejadian ini,berapa banyak juga pribadi yg merasa di rugikan, dan ini juga tidak hanya sekali terjadi. kalau hanya sekedar maaf, gampang banget, YLKI tolong di response ðŸ˜¡",-1,-1,-1,-1
7/20/2019,"Bank Besar, systemny seperti jadul ATM sering error..payahh!!!, hari ini susah mo transfr!!!",-1,-1,-1,-1
7/20/2019,cuma maaf doang.. ga ada kompensasi.. tadi pagi mau bayar telp tgl 20..batas akhir.. eeh.. malah uang nya ga ada.. saldo ada ga cukup.. padahal kemarin sore abis ambil uang di atm dan sisa tampil di layar masih bisa untuk bayar telp.. ampun deh mandiri mandiri.. jadi males nih transaksi pake mandiri..,-1,-1,-1,-1
7/20/2019,"Selain berkurang, ini kok debit mandiri dimana2 g bisa digunakan? atm mandiri g bisa, atm bersama juga g bisa.. mana kaga punya cash. hadeh gmn man man..",-1,-1,-1,-1
7/20/2019,"Pasti gara2 milih Jokowi, wk wk wk, udah lewat ya Pilpres? pecat Pak Direksinya, kerjanya gak becus. Ribuan Nasabah yang dipertaruhkan, ayo kita tarik uangnya pindahin ke Bank Lain.",-1,0,0,0
7/20/2019,selalu was was punya rekening mandiri. atm.nya aja lelet banget akhir-akhir ini,-1,-1,-1,-1
7/20/2019,ternyata saya juga kena. pas debit beli bread talk di decline. huftt. malu kan,-1,-1,-1,-1
7/20/2019,anjay. duit orang itu. dasar mandiri butut...masa bs error.,-1,-1,-1,-1
7/20/2019,"Sering loh, trouble di bank plat merah ini padahal gaji nya besar besar",-1,-1,-1,-1
7/20/2019,"sy termasuk yg saldo berubah, tapi sejam kemudian Normal kembali...",0,-1,0,0
7/20/2019,semenjak 2014 saya merasakan pelayanan perbankan yg satu ini sgt buruk. berbeda beda skali dg taun taun sbelumnya.,-1,-1,-1,-1
7/20/2019,Bank pmrintah ko gini? BCA aja ga prnh kaya gini. Tadi siang Mo bli etoll ga ada satupun indomart alfamart bisa transaksi. Msk toll juga ga bs. bli di pintu toll ga bisa transaksi. mesin edc mandiri ga online. Ahirnya jm 2 lwt bru bs bli d pintu toll antruan panjaaaaang bgt,-1,-1,-1,-1
7/20/2019,"Wadohh...saldo gue masih ada rp. 75.000 ,-..bisa balik gak?",-1,-1,0,-1
7/20/2019,"Hrsnya ada kompensasi atas kerugian nasabah materiil maupun nonmateriil akibat kelalaian ini .... Jaman sekarang cuma minta maaf? Nasabah telat bayar cicilan aja langsung kena denda & bunga, emang boleh minta maaf aja gitu?",-1,-1,-1,-1
7/20/2019,"Ini klo boleh tau kejadian ini baru aja terjadi (maksudnya baru sekarang2 ini terjadi) atau sebelum2 sudah sering terjadi tetapi baru terdeteksinya sekarang utk masalah error ini, mohon ada penjelasan yg lebih kongkrit terima kasih sebelumnya ðŸ™.",0,0,0,0
7/20/2019,Anjay 10% byk amat. Gileee,-1,-1,-1,-1
7/20/2019,Aq blm cek tp duit ada 25jt pie iki blur duit customer aq iki,-1,-1,-1,-1
7/20/2019,10% yg eror yaa banyak malah fatal sekali prosedure security systemnya ga beres niih mandiri,-1,-1,-1,-1
7/20/2019,Duit gw ada 10 T nih... Amsyongg dahhh,-1,-1,-1,-1
7/20/2019,Bakalan kena rush ini mandiri....,-1,-1,0,-1
7/20/2019,"Kalau sudah merubah nominal, itu bencana namanya.. ðŸ˜Ž",-1,-1,-1,-1
7/20/2019,"mandiri lagi yg error, bank lain sgt jarang. 10% dari total nasional banyak sekali.",-1,-1,-1,-1
7/20/2019,"Makanya saya dak pernah buat rekening tabungan di mandiri, biaya adm nya dak sesuai dgn servicenya",-1,-1,0,-1
7/20/2019,"Udah ok ini , duit gue balik lagi",1,1,1,1
7/20/2019,tabungan saya di mandiri cukup banyak.. sampe skarang masih belum bisa diakses (ga tau saldonya berubah apa ga).. khawatir sih jelas iya.. tapi saya masih percaya saya tunggu sampe besok insyaAllah bakal normal lagi g terjadi apa2..,0,-1,-1,-1
7/20/2019,"Saya setor tunai di salah satu ATM uang tertahan di dalam ATM namun dibilang error, apa ini maksudnya? Dan hari ini adalah hari terakhir untuk bayar2 tagihan. Bagaimana mana ini Mandiri???",-1,-1,0,-1
7/20/2019,Perusahaan Bumn ga herannnn,0,0,-1,0
7/20/2019,fatal banget itu error nya..... kayanya bank2 lain ga pernah kaya gini..... ngeri,-1,-1,-1,-1
7/20/2019,"Wkwkwwk ini yang td di rasain nyokapnya temen ane, pas bgt ane lg mampir eh nyokapnya dapet kabar mandiri lg error. Langsung cek saldo ke atm eh ga bisa, panik dia sampe bilang kalo udah bisa saldo mau di tarik semua wkwkwkwk Mana itu 0 nya banyak bener wkwkwk",0,-1,-1,-1
7/20/2019,"Pantesan sedari pagi mau top-up kartu &Etool di semua indomart gagal terus, terpaksa beli kartu flass",-1,-1,-1,-1
7/20/2019,Pecat saja direksinya.,-1,-1,-1,-1
7/20/2019,Anjir sekelas mandiri kesalahanya fatal.beginih,-1,-1,-1,-1
7/20/2019,"alhamdulillah sudah bisa lihat saldo, terimakasih bank mandiri, semoga lebih baik lagi",1,1,1,1
7/20/2019,bahaya jg kl sistimnya trus2an sperti ini... yg beruntung kl saldonya Nol jd ratusan juta... yg apes yg sbaliknya dr ratusan juta jd NOL... ðŸ˜ðŸ˜ðŸ˜,-1,-1,-1,-1
7/20/2019,ingak2 itu bukan uang kita jangan diambil,1,0,0,0
7/20/2019,"PERUSAHAAN2 BESAR YG SELALU DIBANTU DAN DISOKONG OLEH PEMERINTAH, NAMUN DGN SERVIS DAN KEAMANAN YG ETHOK2.... ADA LAGI TUH YG BBRP WAKTU LALU RIBUT NGELAPORIN ORG PADAHAL ORG DISURUH BAYAR MAHAL TAPI DAPAT LAYANAN TULISAN TANGAN.. HAHAHAHAHAHAHAHAHA... PARAHHHHHHHHHHHH........, SANGAT-SANGAT PARAHHHH...",-1,-1,-1,-1
7/20/2019,bank keliling,0,0,0,0
7/20/2019,"Lucu ya. Ini fatal loh bro, jangan anggap sepele.",-1,-1,-1,-1
7/20/2019,bca bni bagus kokï¿½,0,0,0,0
7/20/2019,Skrng sudah bisa gan.... tadi jam 2.30 cb saya cek mandiri on line,1,1,1,1
7/20/2019,Menyedihkan!!!! Catat!!!! Ngga semua nasabah tahu saldo rekening nya sebelum ada eror atau kejadian seperti ini. Big problem!!!! Bagaimana cara untuk memastikan bahwa koreksi atau pengembalian atau normalisasi rekening tersebut saldo akhirnya sama dengan saldo sebelum eror??????,-1,-1,-1,-1
7/20/2019,BUMN lg.....waduh....revolusi BUMN nih....bukan revolusi mental...ï¿½ Ayo Pak Presiden...revolusi BUMN....,-1,-1,-1,-1
7/20/2019,"Error di kasir kalau pembayaran debet, pak. Di ATM banyak kalang kabut krn respon mesin sangat lamaa.ï¿½ Paling kacau nih mandiri, bikin susah orang aktivitas, mana weekend pula x((",-1,-1,-1,-1
7/20/2019,"klo alasan IT error, nasabah yg nol nya panjang bakal gk bs tidur nyenyak, enteng banget jawabannya sering2 cek saldo, akan lbh baik pindah bank yg safe IT nya.",-1,-1,-1,-1
7/20/2019,Pindah aja ke bank lain. Beres ðŸ˜,0,0,0,0
7/20/2019,Yg tau pasti org dalem IT nya.... sabot ato konspirasi ato org IT baru hire,-1,-1,-1,-1
7/20/2019,Untung w pake BRI tong,0,0,0,0
7/20/2019,B*I...???? LIHAT LAYANAN BANG INI DI KANTOR BESARNYA DI HYM WRK... BEDA BANGET DGN LAYANAN BANG SW*STA YG DISEBERANGNYA.... HAHAHAHAHAHAHAHAHAHA... PERUSHAN2 YG BESAR KARENA DIBANTU DAN DISOKONG PEM*RINTAH BUKAN KARENA BISA BERSAING...,-1,-1,-1,-1
7/20/2019,Harus pindah bank,-1,0,0,0
7/20/2019,"Parah deh ganggu banget, 2 jam dari mana dari pagi sampe jam sekarang masih blm bener",-1,-1,-1,-1
7/20/2019,Saldoku blm balik..ðŸ˜­,-1,-1,-1,-1
7/20/2019,wah..parah nih bank mandiri..ternyata nabung jd gak save...jangan2 ada unsur dan maksud negatif dari org2 IT itu,-1,-1,-1,-1
7/20/2019,"GABUNGAN 4 BANG PARAH YG DILIKUIDASI TAHUN 90'AN... DUIT BOKAP GUE ILANG DI BBD DARI TAHUN 86'AN, SAM0AI MERGER KAGAK JELAS DIMAKAN HANTU...!!!!",-1,-1,-1,-1
7/20/2019,"TAON 97 MERGER KL GAK SALAH. TEMAN AYE KERJA DI BBD JADI STAF BIASA BLM 2 TAON, DI PHK DAPAT PESANGON 50 JT MAWUK LAGI KERJA DI MANDIRI.. ENAK BANGET YA HAMBUR2IN DUIT...??? HAHAHAHAHAHAHA... DUIT ALM BOKAP SAMPAI SKRG GAK BALIK. GAK BANYAK SIH, TAPI HARGA EMAS TAON '88 MASIH DI KISARAN CUMA BERAPA REBU RUPIAH...!!!!",-1,-1,-1,-1
7/20/2019,unicorn gitu loh wkwkwk sebentar lagi karti tol,0,0,0,0
7/20/2019,Orang IT ngambek kayaknya ..makanya di acak acak to programnya...yg tau orang dalam,0,0,-1,0
7/20/2019,"komentar saya kenapa harus dimoderasi? sy nyampein yang sebenernya, min.. woi, bro..!",-1,0,0,0
7/20/2019,betul...harusnya di back up dulu dong...itu sih namanya reset..gawat !,-1,0,-1,-1
7/20/2019,"dua jam itu dari jam berapa? dari tadi subuh sampe mau jam 2 siang ini sy coba akses ke call center gak bisa, buka online gak bisa, ATM semua error. anda tau gak kehawatiran yang dialami banyak orang sekarang? pernah gak nyadar bahwa tim IT, divisi anjungan tunai dan bahkan anda sendiri sebetulnya memang kompeten dengan tugas dan fungsi masing2? ini bahaya, pak. nasional. masa semua akses nasabah jadi ketutup gini...!!!!!!!!!!!!!!!!",-1,-1,-1,-1
7/20/2019,"MAKLUM, MENTAL MEREKA, MENTAL KARYAWAN B*MN",-1,-1,-1,-1
7/20/2019,Sini kerja di tempat saya yg BUMN. Rasakan kalo bisa tidur aja udh sukur. Ato sakit hati gak lolos tes BUMN ya?,0,0,-1,0
7/20/2019,"emang parah...... seenak jidat kerjanya, mohon maaf tapi pegawai2 bank yg 1 ini kerjanya lelet..... males ke counter nya makanya.....",-1,-1,-1,-1
7/20/2019,Idih jd pegawai bumn segitu soknya. Memang pekerja bumn songong semua. Padahal mah ttp aja karyawanï¿½,-1,-1,-1,-1
7/20/2019,bukan msalah 10%...to mjd preseden buruk serta mnyangkut krediblitas bank plat merah yg katanya paling aman n terbesar indonesia...siap nasabah bank tsb migrasi massal k bank lain.,0,-1,-1,-1
7/20/2019,Terbesar masih BRI bro .. secara aset juga,0,0,0,0
7/20/2019,"Waduh, harus segera pindah bank",0,0,0,0
7/20/2019,"Yg saldo nya nambah,,kira2 lapor gak zaa??ðŸ˜„",0,0,0,0
7/20/2019,Langsung dicairkan...wkwkkwkw,0,0,0,0
7/20/2019,Bbrpa thun lalu ane jg sama. Atm mandiri ane nambah 2.6jt. dtngguin 3x24 jm gk da respon balik. Ya sdh rejeki ane. Hehe,0,0,1,0
7/20/2019,Kasian nti di ambil balik. Php bener kayak mantan,0,0,-1,0
7/20/2019,Bank besar kok sistem nya lemah!!!!ï¿½,-1,-1,-1,-1
7/20/2019,Bayar d restoran gbs! Ambil duit di atm bersama jg gbs... per siang ini d jakarta. Ib mandiri jg gbs d akses... blas,-1,-1,-1,-1
7/20/2019,"parah......ada apa ini?????? gak percaya lagi klo gini, cuzzz....pindahin ajalah ke bank lain yg bisa dipercaya kalo gitu. tak guna",-1,-1,-1,-1
7/20/2019,pindah aja bro.. itu hak anda..,0,0,0,0
7/20/2019,Hak dia kenapa u ikut komen,0,0,0,0
7/20/2019,Membuktikan reliability system dari IT yang rendah. Mengerikan.,-1,-1,-1,-1
7/20/2019,Bank kok gini???,0,-1,-1,-1
7/20/2019,10% ???!!!!! Buanyak amat ðŸ˜‚,-1,0,-1,-1
7/20/2019,Bank kampungan,0,-1,-1,-1
7/20/2019,"Iya yg penting cepet di bereskan, Tapi call center nya angkat atuhhh telpon nya. Susahh dari pagi saya call.....",-1,-1,-1,-1
7/20/2019,tidak aman dan tidak bisa di percaya..,-1,-1,-1,-1
7/20/2019,Syukurinn..kebanyakan gaya sih lho mand..,-1,-1,-1,-1
7/20/2019,"Kita sama2 monitor, dengan cara hitung secara manual yi: saldo awal dan transaksi hari ini (debit or kredit) dan saldo akhirnya kita hitung, apakah sudah cocok ?, bila ada perbedaan segera ajukan ke Cabang Bank Mandiri dimana rekening dibuka. Mudah2an semuanya bisa diselesaikan dengan baik.",1,-1,1,1
7/20/2019,"Nah dari kejadian ini, masih percaya 100% penuh dgn sistem serba e- e- e-ï¿½",0,0,1,0
7/20/2019,Ini bank Mandiri kok kesanya kayak perusahaan ecek-ecek,-1,-1,-1,-1
7/20/2019,Hati2 bos jgn sampai back up severnya anjlok jg..hilang deh duit nasabah..,-1,-1,-1,-1
7/20/2019,"Ganti saja bod mandiri, kan sebentar lagi rups.",0,-1,-1,-1
7/20/2019,IT nya parah sampe gini error systemnya,-1,-1,-1,-1
7/20/2019,"akses ebanking masih belum bisa, bagaimana ini? apakah atm sdh bisa digunakan",0,0,0,0
7/20/2019,"fatal... kalo game/sosmed mah gakpapa, ini uang woy",-1,-1,-1,-1
7/20/2019,"Dah dua jam lewat masih blm bisa, mana janji manis u?ï¿½",-1,-1,-1,-1
7/20/2019,"Bank lain ga pernah terjadi kek gini wahh, bagaimana ini.",0,-1,-1,-1
7/20/2019,"Dan saldo saya berkurang 9,500.000 kurang lebih nya segitu",-1,-1,-1,-1
7/20/2019,Kacau ..sya mau pake dana sya gak bisa.ï¿½,-1,-1,-1,-1
7/20/2019,Hmmm bagaimana pengelolaan IT di bank terbesar milik pemerintah ini... coba BPK dan KPK cek,-1,0,0,0
7/20/2019,"Lodger (database log file) sempat dihack juga...bisa berabe!! Makanya kasih mewah gaji IT biar jangan bergantung sama vendor!!! Kemarukan orang2 ekonomi yg sepelekan orang2 programmer!! IT run the world, man!!!",-1,-1,-1,-1
7/20/2019,nyawa kalian bergantung pada vendor database security... trustworthy atau tdk... kl source code sdh di tangan org lain... selesai kalian...,0,0,0,0
7/20/2019,harus tanggung jawab ini PT Bank MANDIRI harus kena sangsi dari pemerintah karena merugikan rakyat itu...tolong yg berwenang di tindak lanjuti...walaupun cuma beberapa jam saja...kalau konsumen bisnis bisa rugi besar itu....,-1,-1,-1,-1
7/20/2019,Dirut harus mundur.,0,-1,-1,-1
7/20/2019,Se kaliber bank Mandiri bisa error systemnya?????ï¿½,-1,-1,0,-1
7/20/2019,"sekelas BUMN begini, kaya kotoran",-1,-1,-1,-1
7/20/2019,"Suka begini nih, jadi nol tau Tau balik lagi",1,0,0,0
7/20/2019,Mending pake BCA lah..hub call center cepet..edc banyak..sistemnya lancar,0,0,0,0
7/20/2019,MBL Benking gak bisa di gunakan... Kenapa ini...????,0,0,0,0
7/20/2019,Bank kacaaaauuuu,-1,-1,-1,-1
7/20/2019,tanda2 menuju ke..,0,0,0,0
7/20/2019,Waduh aman nyimpan emas... Bank udah mengkhawatirkan,-1,-1,-1,-1
7/20/2019,woooiii ngga bisa transaksi wooiii,0,0,0,0
7/20/2019,Ini pasti gara gara IT seniornya resign,0,0,-1,0
7/20/2019,"Gimana kalau saldo yang sudah bertambah , trus di tranferin ke rekening lain?? Nasabah mana yang mau di rugikan??",0,-1,-1,-1
7/20/2019,"Yahh Mandiri kalau tdk Bank Negara sdh ketinggalan jauh sama bank Swasta...Sistem lemot, counter sedikit klu di bank nya, edc sering rusak malahhh lebih sering sy gesek di EDC bank lain...Kurang innovativ team nya merasa sdh jadi seperti PNS di bayar negara...",-1,-1,-1,-1
7/20/2019,"Sama bro, gw aja kalo belanja, gak mau digesek d mesin mandiri.ï¿½",0,0,0,0
7/20/2019,Bener bgt inikalah dengan Bank swasta,-1,-1,-1,-1
7/20/2019,"Trus kalau butuh duitnya urgent pagi ini gimana? Mo transaksi atau apa? Lebih fatal lagi jika kebutuhan urgent kaya di rs kan biasanya harus bayar dulu baru ditangani. Apakah nunggu normal dulu, bisa bayar dan pasien baru di tangani. Ceroboh!!!! Kaya hr ini temen2 mo beli material kerja pada ga bs...karena saldonya NOL.",-1,-1,-1,-1
7/20/2019,Make rekening tabungan yg lain lah,0,0,0,0
7/20/2019,"sama, mbanking semua error. keok mandiriï¿½",-1,-1,-1,-1
7/20/2019,Butuh waktu trus orang kalo dah sekarat butuh duit suruh nunggu gitu ya?,0,-1,-1,-1
7/20/2019,Anak rempong... Anak rempong...,0,0,-1,0
7/20/2019,Ok saldo jadi normal... Tp bagaimana nasabah yg kebetulan sedang butuh uang pada saat ini???ï¿½,0,-1,0,0
7/20/2019,"Enteng amat om, yg mendadak ada kebutuhan mendesak bagaimana? Klo re runnya lama,segera antisipasi buka pengambilan tunai darurat di kantor2 cabang terdekat",0,0,0,0
7/20/2019,pas lg hari Sabtu Minggu libur... apes tenan...,0,-1,-1,-1
7/20/2019,Oi gak bisa dibuka mbanking nya ðŸ˜‘,-1,-1,-1,-1
7/21/2019,Alhamdulillah saldo saya sekarang 3 digit..ï¿½,1,1,1,1
7/21/2019,"Sebaiknya OJK jangan hanya mengawasi saja, kalau perlu dibuatkan tim investigasi khusus hingga audit untuk menyelidiki penyebab dari insiden ini agar peristiwa serupa tidak terjadi lagi. Karena kepercayaan masyarakat menjadi taruhannya.",1,-1,-1,-1
7/21/2019,"Ya paling paling di hack, cuma gak mau ngaku saja, aneh saldo bisa nambah atau kurang, sistem IT buatan mana tuh? Sekelas bank loh ini? Miris.",-1,-1,-1,-1
7/21/2019,"Org2 IT-nya msh bodoh, beda jauh dg sistem BCA yg dikuasai org2 pinter IT.",-1,-1,-1,-1
7/21/2019,"Mandiri menang UI saja mobile banking sama mandiri online, tampilan malah membuat load jadi lambat. BCA walaupun sederhana tapi fast load, password juga simple untuk buka aplikasi, cuma verifikasi akhir saja yg passwordnya harus ribet untuk keamanan, BCA sama dengan BNI bagus perfomancenya mobile bankingnya.",0,0,0,0
7/21/2019,ini bank memang ga tau cara kerjanya. gw pernah dl punya mandiri hyper. tagihan dtg telat ga masuk email. dah di email juga telat udah habis masa jatoh tempo. tp gw tetap di kenakan biaya bunga krn telat bayar.ï¿½ï¿½,0,-1,-1,-1
7/21/2019,Wkwkwkwk........dimana tanggungjawabmu pak direktur...sekedar minta maafkah....kejadiannya sungguh sesuatu diluar nalar...,0,-1,-1,-1
7/21/2019,Ng4nU...bukan urusan saya...,0,0,-1,0
7/21/2019,Kok ga reliable ya..,0,-1,-1,-1
7/21/2019,"mandiri ini gedung gagah nan mewah tampak dari luar, tapi rapuh di dalam, baik aspek IT maupun SDM. Sistem penggajiannya sj sgt pelit ga manusiawi...yg makmur cuma big bosnya. Orang IT & marketingnya jauh dari sejahtera. Kalo mau IT aman, hire-lah yg org IT high-skilled, tentu dong dgn gaji fantastis!!",-1,-1,-1,-1
7/21/2019,"Mandiri Online itu proyek kayaknya. Internet banking lama masih bagus malah diganti dengan yg lebih lemot, mobile banking yg lama yg sangat cepat malah diganti dengan mandiri online yg isi progressbar pas load pertama kali password ribet hanya untuk sekedar buka aplikasi bukan untuk transaksi. Untuk transaksi password ribet okelah.",-1,-1,-1,-1
7/21/2019,"Masalahnya ini level bank nya, pak. Ini Bank BUMN termasuk terbesar di Indonesia. Menyalahkan system oke2 saja, tetapi ingat system yang buat adalah manusia.",-1,-1,-1,-1
7/21/2019,Maaf? Enak banget harusnya mundur....,-1,-1,-1,-1
7/21/2019,Dulu sempat bagus waktu Pak Agus Marto yg megang.,1,0,1,1
7/21/2019,Waah bahaya bgt ini...selevel bank nomor 2 bumn tp gini...ðŸ¥µðŸ¥µ,-1,-1,-1,-1
7/21/2019,Ya berkurang 200 perak per nasabah gpp lah...200 x 10 juta nasabah lumayan juga hhheee,0,-1,-1,-1
7/21/2019,"Managemen Bank Mandiri harus sadar bahwa Bank adalah bisnis kepercayaan, kalo nasabah menurun atau bahkan hilang kepercayaan nya, bisnis Bank Mandiri bisa hancur. misal, saat itu ada transaksi penting Nasabah gagal (transaksi di rumah sakit, akad jual beli rumah, jual beli barang dll yg urgent) gimana gak marah itu nasabah",1,-1,-1,-1
7/21/2019,"betul, dan mulai introspeksilah ktika nasabah mulai mindahkan dana scara masif",0,-1,-1,-1
7/22/2019,"Kalau akhir dan awal bulan sering error atm nya, kerja kolektor gelar nya apa ?",0,-1,-1,-1
7/22/2019,"Padahal karyawannya banyak yg kolektor gelar dan gajinya besar besar tapi gini terulang beberapa kali, di kantornya apa yg dikerjainnya, main hp aja kali",-1,-1,-1,-1
7/22/2019,Sudah kejadian beberapa kali loh ! Masak cuma dihimbau mulu,-1,-1,-1,-1
7/22/2019,"Vendor IT yg harus di cek, jangan jangan pakai yg ga terkenal diluar. Karena banyak kejadian vendor ga laku diluar negeri tapi dipakai disini. Hadewww",-1,-1,-1,-1
7/22/2019,Yang nambah duit nya langsung tarik semua terus ganti bank,-1,0,0,0
